,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
72,Engineering,780,Princeton University,Pablo,,Debenedetti,422768,10,good,TEACHER,PROFESSOR,4.7,"['he is really great', 'Brilliant, intelligent, hard working, insightful and extremely helpful. He is the man!', ""Stat mech with Pablo was one of the toughest classes I took at Princeton. We had only two problem sets, no exams, and that was still enough to prune away nearly half the class. Those problem sets were beasts. Can't blame him though. I'm not a genius, but he is, so much of what he says will be over my head. Most importantly: I learned some humility."", 'Even if you hate and suck at Thermo you love him as a prof.', 'omg his guy is sweet he is so nice but hard', 'i just started his class and he really knows his stuff and the first day he knew my name!!! All of the other teachers were cluless about our names but he gave an awsome impression by having our names memorized. Also he must spend hours on his lectures that are amazing... props to him... he is awsome!!!', 'sexiest person alive!', ""he's cool"", ""I love him! He is so cool sure he is a little hard but come on lighten up a little LIVE! thats to all of you people that don't like them."", 'Best prof in the dept.']","['Clear grading criteria', 'Clear grading criteria']"
73,Not Specified,780,Princeton University,Jessica,,Delgado,1685001,2,good,TEACHER,PROFESSOR,4.8,"[""Probably one of the greatest teachers I've had in a while. She knows how to keep the class interactive and knows and explains the material effectively. Very sweet and naturally very funny as well. You have to do a lot of presentations but it is a speech class"", '(-:']","['Amazing lectures', 'Gives good feedback', 'Inspirational']"
74,Sociology,780,Princeton University,Paul,,Dimaggio,650497,1,good,TEACHER,PROFESSOR,4.5,['Good'],"['Tough grader', 'Gives good feedback', 'So many papers']"
75,Biology,780,Princeton University,Andrew,,Dobson,614564,0,zero,TEACHER,PROFESSOR,N/A,[],[]
76,Biology,780,Princeton University,Mohamed,Abou,Donia,2485293,0,zero,TEACHER,PROFESSOR,N/A,[],[]
77,English,780,Princeton University,Ingrid,,Doubechies,1598358,0,zero,TEACHER,PROFESSOR,N/A,[],[]
78,Chemistry,780,Princeton University,Abigail ,,Doyle,2047580,0,zero,TEACHER,PROFESSOR,N/A,[],[]
79,Architecture,780,Princeton University,Edward,,Eigen,1693453,0,zero,TEACHER,PROFESSOR,N/A,[],[]
80,Near Eastern Studies,780,Princeton University,Heba,S,Ekhateeb,1835815,0,zero,TEACHER,PROFESSOR,N/A,[],[]
81,Philosophy,780,Princeton University,Adam,,Elga,1502873,1,good,TEACHER,PROFESSOR,5.0,"['Elga is VERY succinct - he does not parse words, and he lets you know EXACTLY what you need to do for the papers/assignments.  Very approachable.']",[]
82,Chemistry,780,Princeton University,Michael,,England,711841,0,zero,TEACHER,PROFESSOR,N/A,[],[]
83,Chemistry,780,Princeton University,Ali Oguz,,Er,1902098,1,good,TEACHER,PROFESSOR,5.0,['great guy. always helpful'],[]
84,Economics,780,Princeton University,Henry,,Farber,649834,7,poor,TEACHER,PROFESSOR,1.4,"[""Many people who took Farber's Intro to Micro class didn't like his style, but I did. Clearly knows a lot about Economics. If anything, he's almost too smart to teach the class and goes rather quickly. Often brushes through material and tells you to study it later. 30% of class skips lecture routinely. Told interesting econ-related stories in class"", ""Absolutely the worst professor I have had at Princeton. He has made me reconsider my major because of his incompetence and complete disinterest in any sort of engagement with the material. He constantly makes mistakes. I don't understand why he is still teaching this course, as everyone complains about him."", 'He gets off topic quite frequently.  He is completely incompetent when it comes to technology.  He almost never finishes his lecture slides, and they have in the past been incorrect without excuse.  I do not recommend this professor at all.', 'No Comments', 'Constantly approval-seeking, generally disorganized, useless overall.  Gives very weak and disorganized explanations littered with inappropriate political rhetoric; the only redeeming quality is that his preceptors tend to be decent, and can cover his ass.', ""Worst professor I've had at Princeton, doesn't care about students, very unfair, and is simply a jackass to students."", ""Biggest **** I've ever met in my life, probably the least concerned about teaching out of all the professors i've ever seen here.  Poor grading system.  Just an awful experience.""]","['Amazing lectures', 'Lecture heavy', 'Amazing lectures', 'LECTURE HEAVY']"
85,Political Science,780,Princeton University,Harold,,Feiveson,1484514,0,zero,TEACHER,PROFESSOR,N/A,[],[]
86,Languages,780,Princeton University,Ana,,Fernandez-Cebrian,1899497,0,zero,TEACHER,PROFESSOR,N/A,[],[]
87,Sociology,780,Princeton University,Patricia,,Fernandez-Kelly,571956,12,poor,TEACHER,PROFESSOR,2.2,"[""Incoherent and doesn't do the topics covered in this class justice. She enjoys playing favorites and hearing herself talk instead of teaching. This was one of the worst classes I've ever taken at Princeton. I recommend taking other SOC classes taught by other professors in the African American Studies department. Don't waste your time with PFK."", ""She's great."", 'She can afford to have a bad side because her husband keeps her job permanent. There is no peer review that is fair and professional.', 'The issue of nepotism has become public now because Mrs. Fernandez Kelly could have been hired in a different department. But she has chosen to remain protected in the same place where her husband is teaching.  It is against the University rules, and it is a shame that no one is doing or seeing anything.', 'She likes the limelight but has no clear direction in teaching or research. She seems to be jack of all trades and master of non. A major waste of time in your curriculum!', ""She is a role model for those of us who don't want to pursue a doctoral degree. You can get a job anyway if your husband has a big name."", ""For a prof. who does not have a doctoral degree, she's doing pretty well with lots of publications and lectures on various topics."", ""She is the worst professor I've ever had.  She is an awful person and nobody likes her.  Avoid at all costs."", ""PFK is EXCELLENT- one of the only professors who truly had an impact on me at Pton. She's very tough, but you'll appreciate it down the road when you see how much she can change both your academics and your life. Besides, underneath the tough exterior is an amazingly caring teacher who repeatedly goes to great lengths for her students."", 'My favorite prof. at Princeton.', 'I definitely agree with the previous commenter.  But God forbid she hates you, you are screwed....', 'She either loves or hates you. Dynamic woman, fascinating personality. Avoid her bad side.']","['Graded by few things', 'Inspirational', 'Tough grader', 'Amazing lectures', 'Caring', 'Respected', 'Inspirational', 'Caring', 'GRADED BY FEW THINGS']"
88,Computer Science,780,Princeton University,Rebecca,,Fiebrink,1781042,2,good,TEACHER,PROFESSOR,4.5,"[""She's dedicated, interesting, passionate, and so so cool. Really awesome research, taught a fascinating class, all around great professor."", 'great class and she is hot']",[]
89,Physics,780,Princeton University,Nathaniel,,Fisch,2607450,0,zero,TEACHER,PROFESSOR,N/A,[],[]
90,Engineering,780,Princeton University,Jason,,Fleischer,793809,2,good,TEACHER,PROFESSOR,5.0,"['The best professor I have had in my career at Princeton! He should teach physics to ALL students!', ""Prof. Fleischer is the man!  Very smart and cool prof.  He moves at a fast pace and expects a lot from you.  His tests are challenging, and focus mostly on physical understanding.  He's a very fair grader and is always willing to help you.  His class is like a complete education in itself!""]",[]
91,English,780,Princeton University,John V.,,Fleming,543288,5,average,TEACHER,PROFESSOR,3.4,"['If you showed up, participated, and were a decent writer and thinker you were fine. But this guy had pets and was really cold and unkind to a couple of people who were socially awkward or perhaps just a little different. Very strange to discuss religious hypocrisy in an environment like this.No prof should treat a student as if they\'re ""less than.""', 'Incredible professor.', ""Fleming retired my senior year -- but if he ever comes back for an encore, get yourself into the class IMMEDIATELY.  He's the funniest professor alive.  And the most important scholar in his field, which doesn't hurt -- but really his classes are all about laughing at his jokes (which are usually so unfunny they're hilarious).  He's amazing, amazing, amazing."", 'No, Fleming rocks. Whoever gave him a bad rating is either a moron or an impostor.', 'this guy is a moron.']",[]
92,Biology,780,Princeton University,Jane,,Flint,2147059,0,zero,TEACHER,PROFESSOR,N/A,[],[]
93,Classics,780,Princeton University,Michael,,Flower,1889155,1,good,TEACHER,PROFESSOR,5.0,"['Flower was an outstanding lecturer, and he was very accessible during office hours.']",[]
94,Mathematics,780,Princeton University,Ivy,,Forbes,1169784,12,poor,TEACHER,PROFESSOR,1.7,"[""Shes got an attitude but that's what turns me on! Taking this class is a MUST before graduation!"", ""Best professor ever!  Very easy grader, you don't have to go to class, but most importantly, HOT."", 'No Comments', 'No Comments', ""I don't know if Dr Forbes has trouble with statistical methods or not, but she likes to use questionable data as the basis for those statistics."", 'I switched majors because of Dr Forbes. The midterm was horrific and the final was literally a bloodbath. Yes, I mean *literally*. I would be very surprised if she were allowed to teach this class ever again.', ""Dr Forbes is the meanest teacher I've ever met.  He's wonderful!"", 'No Comments', ""Professor Forbes' smart and sexy style made me feel smart and sexy too. Math doesn't have to be boring! :)"", 'Lost all hope that I\'d get anything out of this course when I went to the bookstore and found out that the text for it was ""Math Is Hard!"" by Barbie.', 'Dr Forbes is to teaching what Dr. Bevets is to logic.', 'Dr Forbes displayed a shocking lack of basic statistical knowledge.']",[]
95,Classics,780,Princeton University,Andrew,,Ford,1889152,2,good,TEACHER,PROFESSOR,5.0,"['I learned to go from translating to reading ', ""Outstanding professor. Ford is a blast to have class with: he's helpful and energetic, but he's a difficult grader.""]","['Amazing lectures', 'Would take again', 'Respected']"
96,Physics,780,Princeton University,Joseph,,Fowler,1451370,1,good,TEACHER,PROFESSOR,4.0,['Clear and animated - easy to listen and pay attention to'],[]
97,Philosophy,780,Princeton University,Harry,,Frankfurt,377166,0,zero,TEACHER,PROFESSOR,N/A,[],[]
98,Humanities,780,Princeton University,Christiane,,Frey,1799188,1,good,TEACHER,PROFESSOR,4.5,['yes'],[]
99,Philosophy,780,Princeton University,Johann,,Frick,2612628,1,poor,TEACHER,PROFESSOR,1.0,"[""Took Intro to Moral with Frick last Spring. He's horrible. Avoid him at all costs.""]","['Get ready to read', 'Lecture heavy', 'Get ready to read', 'Lecture heavy']"
100,Political Science,780,Princeton University,Paul,,Frymer,1448211,1,good,TEACHER,PROFESSOR,5.0,"['Excellent lecturer, and an all around great guy.']",[]
101,Physics,780,Princeton University,Cristiano,,Galbiati,2358251,0,zero,TEACHER,PROFESSOR,N/A,[],[]
102,Languages,780,Princeton University,Laura,,Gandolfi,1433584,1,good,TEACHER,PROFESSOR,5.0,[''],[]
103,Mathematics,780,Princeton University,Tian,,Gang,1423853,0,zero,TEACHER,PROFESSOR,N/A,[],[]
104,Engineering,780,Princeton University,Maria,,Garlock,2097447,2,good,TEACHER,PROFESSOR,5.0,"['Great Professor that has an amazing family I extremely enjoy hearing stories about!!! :)I strongly recomend', 'She was a great professor and anyone interested in the arts and the details in this world and I would recommend you to take her class she was awesome!!!!!']","['Group projects', 'Gives good feedback']"
105,Ethnic Studies,780,Princeton University,Eddie,,Gaude,2635419,0,zero,TEACHER,PROFESSOR,N/A,[],[]
106,Biology,780,Princeton University,Elizabeth,,Gavis,1542231,3,good,TEACHER,PROFESSOR,5.0,"['Professor Gavis is a great professor who teaches with clarity and goes at an appropriate pace. Would definitely take a class with her again.', 'Professor Gavis is one of the best professors that I have had at Princeton. She delivers amazing lectures that introduce students to the complexity of molecular biology - she expects excellent work from her students and constant critical thinking - All in all, she pushes you to learn and think like a scientist', 'she was amazing!']","['Caring', ""Skip class? You won't pass."", 'Amazing lectures', 'Respected', 'Accessible outside class', 'Respected', 'Accessible outside class', 'Caring']"
107,English,780,Princeton University,Sophie,,Gee,543287,7,average,TEACHER,PROFESSOR,3.1,"['u ish good ingrish teekcher. Tanks for all da helps', 'Incredibly eloquent. Fantastic at prompting and guiding discussion in small seminars. Her handouts on paper-writing and her writing advice is the most valuable I have ever received, and has clearly improved my grades in all subjects.', 'An exceptional talent and very inspiring to have her teach, especially as an expat Aussie myself.', 'Smoking hot.', 'Awful.', 'How could anyone call her awful?  She made me completely reconsider my major--her English lectures were so exciting--she brought the authors to life!  I went to her classes while sick!  And her comments on my papers were extensive, helpful and lucid.  I would take anything by her and you should to!', 'awful.']",[]
108,Political Science,780,Princeton University,Robert,,George,556516,24,good,TEACHER,PROFESSOR,4.6,"['Brilliant lecturer. Engages students in a large lecture. Examines both sides to arguments and leaves his personal politics outside the classroom. A wonderful experience.', 'Amazing teacher.  Fair. Honest.  Brilliant.  Cares about students.', 'A must for students who want a real education. The constitutional issues discussed would interest any modern American. This course makes students think with the clarity one should expect to have on leaving college. Professor George is rightly known for his fairness, interest in his students, and his love for lively but respectful debate.', ""Professor George's courses on constitutional interpretation and civil liberties are a must for any Princeton student interested in responsible citizenship. I've heard so many people remark that while their personal interests lie outside of politics, George's classes taught them the kind of critical thinking necessary for a democracy to thrive."", 'By far one of the best classes I took at Princeton. Professor George does an excellent job of challenging students to articulate both sides of the issue.  His classes equipped me with the intellectual tools to critically evaluate controversial issues from all angles.', 'One of the best classes I had at Princeton.  Professor George challenged us to examine our beliefs, no matter what they were.  Talented lecturer and excellent material.', 'Professor George was the best teacher I encountered at Princeton.  He led terrific class discussions, and really stretched students to consider alternate points of view.', 'One of my best professors at Princeton.  Hard but fair.', ""I suspect that the two hateful comments in this thread weren't written by Princeton students; all the Princeton students I know can express their opinions in a more grownup fashion.  Professor George's courses were the two best of my entire time at Princeton.  His clarity, civility, and eye-opening insight changed the course of my academic career."", 'This is the best professor I ever had.  Because of this class, I majored in the Politics department at Princeton, and went on to a top law school.  I still remember things he said when he taught.  This is THE top Professor at Princeton.', ""Congenial, deadly brilliant, unassuming, provocative, necessary for a complete Princeton experience. His liberal colleagues have only the highest respect for him and have given him the country's most respected constitutional law chair. 'Nough said."", 'really smart and clear', ""As a true-blue liberal, I must say that I LOVED his classes -- what an eye-opener!  He's brilliant, probably the best professor I've ever had, and single-handedly impacted my career decisions. Take the course, be prepared to do worse than you might in other classes -- you will definitely benefit."", 'Take only if you have the stones to be shocked out of your blue state bigotry. RG is smart and provocative. He will shatter your complacency.', 'One of the best reasons to go here. Intelligent and insightful.', 'Rocks', 'Great.', 'Awesome.', 'classes and reading are generally thought-provoking and balanced, but he is a bit of a prima donna. a lot depends on your preceptor (avoid oakley)', 'No Comments']",[]
109,Computer Science,780,Princeton University,Maia,,Ginsburg,2144783,0,zero,TEACHER,PROFESSOR,N/A,[],[]
110,Biology,780,Princeton University,Zemer,,Gitai,2045844,1,good,TEACHER,PROFESSOR,4.5,"[""He's a great lecturer.  He seems to expect a lot from students, and has a hard time hiding his disappointment, but he's very energetic and inspired.  That energy rubs off on students.""]","['Amazing lectures', 'Inspirational', 'Respected']"
111,Psychology,780,Princeton University,Mark,,Glat,2131218,0,zero,TEACHER,PROFESSOR,N/A,[],[]
112,English,780,Princeton University,William,,Gleason,1107408,3,good,TEACHER,PROFESSOR,5.0,"['Professor Gleason went out of his way to choose material that was important but a little off the beaten path, and he really worked with his students to help us understand and think critically.', 'Best professor ever! I hear his son is really cool too!!!! ', 'Wonderful instructor--his lectures are equally accessible to majors and non-majors alike, which can be a rarity in this department. Gleason selects great reading material and does an excellent job of orienting students by explaining the historical context of the books on which he lectures. This approach is really effective--take his course!']","['Get ready to read', 'Amazing lectures', 'Inspirational', 'Caring', 'Get ready to read']"
113,Engineering,780,Princeton University,Claire,,Gmachl,708485,2,good,TEACHER,PROFESSOR,5.0,"['Most Students usually find her classes not too hard because she as actually really good at teaching.', 'Professor Gmachl is awesome and extremely smart.']","['Amazing lectures', 'Inspirational', 'Accessible outside class', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Amazing lectures']"
114,Psychology,780,Princeton University,Adele,,Goldberg,1035555,0,zero,TEACHER,PROFESSOR,N/A,[],[]
115,Languages,780,Princeton University,Luis,,Goncalvez,2078150,1,good,TEACHER,PROFESSOR,5.0,"['Luis made Spanish class super fun. I learned a lot and although he expected a decent amount of work, he was very understanding and helpful. This class was great.']","['Would take again', 'Hilarious', 'Respected']"
116,History,780,Princeton University,Michael,,Gordin,340941,2,average,TEACHER,PROFESSOR,3.0,"['Amazing professor! Favorite of my time here.', 'He is not at all helpful and does not take arguments and other points of view positively.  Lost all my interest in the topic!']","['Amazing lectures', 'Inspirational', 'Caring']"
117,Science,780,Princeton University,James,,Gould,136442,11,average,TEACHER,PROFESSOR,3.2,"['Great professor, loved this class and the way it was taught, would take the class again', 'Great professor, loved this class and the way it was taught, would take the class again', ""Interesting and very knowledgeable, but didn't seem to care too much about the students or the class."", 'Great professor; never had any interest in biology before this class, but by the end of the semester I found myself looking forward to lecture', ""Truly an amazing professor.  He knows what he's talking about and makes it an engaging experience for students"", 'Horrible Prof.  Horrible person.', 'I loved this class!', 'No Comments', 'No Comments', 'No Comments', 'No Comments', 'Sarcastic, self-important and arrogant']",[]
118,History,780,Princeton University,Anthony T.,,Grafton,895071,1,good,TEACHER,PROFESSOR,5.0,"['Grafton. Is. God.  His lectures are the most amazing thing you will ever be blessed to hear. That said, TAKE HIS CLASS. Even if all you need is a history requirement, taking his class would be doing yourself a favor and experiencing one of the best lectures at Princeton.']","['Amazing lectures', 'Inspirational', 'Respected']"
119,Graphic Arts,780,Princeton University,Francesca,,Grassi,2499636,0,zero,TEACHER,PROFESSOR,N/A,[],[]
120,English,780,Princeton University,Elspeth,,Green,2473146,0,zero,TEACHER,PROFESSOR,N/A,[],[]
121,History,780,Princeton University,Molly,,Greene,174973,5,good,TEACHER,PROFESSOR,4.9,"[""easily the best professor i've ever had. she has incredible insight and truly knows the subject. not an easy class but one that will change the way you think about history."", 'No Comments', 'I love Molly Greene. I think she is the best teacher EVER. And she is SUPER HOTT', ""She's very nice and very helpful, but she is a tough grader.  And she's definitely NOT hot.  But, she is a good teacher, and you'll learn a lot."", ""She is the best teacher that I have ever had.  But if you want a funny teacher, you're in the wrong place""]",[]
122,English,780,Princeton University,Jennifer,,Greeson,543286,0,zero,TEACHER,PROFESSOR,N/A,[],[]
123,Religion,780,Princeton University,Eric,,Gregory,700440,6,good,TEACHER,PROFESSOR,4.9,"[""Ok. Would be a better class if he weren't so full of himself.  Practice what you preach.  Humility goes a very long way."", ""Best class I've taken at Princeton, hands down."", 'Definitely take a class with Professor Gregory before you graduate. I made a mistake by taking his class my senior year, had I taken it earlier, I might have majored in Religion.', 'Eric Gregory is an amazing teacher!', 'No Comments', 'Christian Ethics is an amazing class that everyone should take. Prof. Gregory is the man.']",[]
124,Psychology,780,Princeton University,Charlie,,Gross,433335,3,good,TEACHER,PROFESSOR,3.5,"['He cool', 'Very smart, very disorganized.', 'good thesis adviser']","['Gives good feedback', 'Inspirational', 'Accessible outside class', 'Gives good feedback', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS']"
125,Economics,780,Princeton University,Faruk,,Gul,812251,2,good,TEACHER,PROFESSOR,4.2,"['He is a nice guy.', '']",[]
126,Mathematics,780,Princeton University,Robert,,Gunning,992545,2,good,TEACHER,PROFESSOR,5.0,"['What a great professor!', 'Good man. Has a lot of critters. Go to office hours. He will rock your world.']",[]
127,Classics,780,Princeton University,Constanze,,Guthenke,1889154,1,good,TEACHER,PROFESSOR,5.0,"[""One of the kindest, most accessible, and helpful professors I've ever had. She led our seminar incredibly well and knew how to select good readings.""]",[]
128,Philosophy,780,Princeton University,Hans,,Halvorson,428040,5,good,TEACHER,PROFESSOR,4.4,"['One of the best professors in the Philosophy Department for sure.', ""Prof. Halvorson is great.  If you don't like logic, his intro class will be hard, but that's hardly his fault!  He's very clear, open to questions, and always well prepared for lectures.  The only downside is that he leans too much towards formal math in his more advanced classes."", 'Tends to digress, but worth listening to on any topic.  Excellent at presenting each argument in its strongest form. Very sincere about his job; takes pains to make sure that everyone understands (almost to a fault).  Fascinating guy, nice, funny, brilliant, and interesting. Recommended for any philosophy class.', 'No Comments', ""basically average in every way (except in intelligence, and with the # of mistakes he makes even that is sometimes doubtful), but he knows it and his self-deprecation is cute - you either love or hate logic, and i think it's worth finding out which""]","['Amazing lectures', 'Gives good feedback', 'Inspirational', 'Gives good feedback', 'Inspirational', 'Amazing lectures']"
129,Literature,780,Princeton University,Thomas,,Hare,2609290,0,zero,TEACHER,PROFESSOR,N/A,[],[]
130,Philosophy,780,Princeton University,Gilbert,,Harman,761834,2,poor,TEACHER,PROFESSOR,1.0,"['As a professor, just restating what the book says, lectures useless. As a review for the final test he told the preceptors that the only thing they were allowed to tell us about the short answer test was that it contained short answers.', 'No Comments']",[]
131,Philosophy,780,Princeton University,Elizabeth,,Harman,1735502,1,poor,TEACHER,PROFESSOR,1.0,"['Completely useless--was clearly making things up as she went along, and hadn\'t even done the reading she herself had assigned. She got flustered when challenged. Is this really the much-vaunted ""education"" Princeton offers?']",[]
132,Music,780,Princeton University,Wendy,,Heller,787947,3,good,TEACHER,PROFESSOR,5.0,"['great lectures, very understanding about personal learning needs and conflicts', 'awesome', 'Excellent professor...would recommend to anyone. Very interesting discussions...']","['Gives good feedback', 'Caring', 'Accessible outside class', 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS', 'Caring']"
133,Sociology,780,Princeton University,Arun,,Hendi,2576515,0,zero,TEACHER,PROFESSOR,N/A,[],[]
134,Languages,780,Princeton University,M.H.,,Huet,852610,2,good,TEACHER,PROFESSOR,4.0,"[""She's great, very knowledgeable & approachable"", 'No Comments']",[]
135,Biology,780,Princeton University,Fred,,Hughson,1430275,1,good,TEACHER,PROFESSOR,5.0,"['He is a great lecturer! His notes and explanations are super clear. The exams are hard and long, but you learn a lot.']","['Get ready to read', 'Amazing lectures', 'Lecture heavy', 'Get ready to read', 'Amazing lectures', 'LECTURE HEAVY']"
136,History,780,Princeton University,Tera,,Hunter,1947876,0,zero,TEACHER,PROFESSOR,N/A,[],[]
137,Physics,780,Princeton University,David,,Huse,971629,4,good,TEACHER,PROFESSOR,3.8,"['Same comments as for 105', 'A bit boring, but clear to understand and helpful when one is alert enough', 'The best Prof for Graduate-level physics courses at Princeton.', ""He's a good teacher, easy to understand.  Problem sets aren't as bad as 203/205.""]",[]
138,Near Eastern Studies,780,Princeton University,Anita,,Husen,1980043,2,good,TEACHER,PROFESSOR,5.0,"[""I really liked that the class wasn't confined to an only speak Arabic rule. English was used sparingly but only when it is was most useful, and that helped me learn a lot more effectively. Anita has a lot of tricks to help students pronounce letters well and remember words. Great class - Anita was always available and very patient. -"", 'Amazing professor! She makes sure to go over material  until students are able to grasp it. Her in-class activities are always very interactive and actually a lot of fun since she interweaves Arabic language with Arabic culture. She also gives feedback on all homework and testsquizzes. She is very helpful and her passion for Arabic is infectious!']",[]
139,Political Science,780,Princeton University,John,,Ikenberry,1012197,0,zero,TEACHER,PROFESSOR,N/A,[],[]
140,Engineering,780,Princeton University,Siavash,,Isazadeh,2700299,0,zero,TEACHER,PROFESSOR,N/A,[],[]
141,Political Science,780,Princeton University,Amaney,,Jamal,429069,3,good,TEACHER,PROFESSOR,3.7,"['Very enthusiastic about the subject.  I disagree strongly with the first comment that she is biased; I felt she lived up to her moderate point of view.  Assigned reading on both sides of any given question. Unafraid to express her own views in class, but makes sure to very clearly label them as such.', 'It was a privilege to study under her. Very helpful, informed, considerate, and no, contrary to the previous reviewer, she is not concerned with getting you to like her. An asset to Princeton.', ""very bias and too opinionated in lecture courses.  i wouldn't call her 'even handed,' and find it surprising that so many people credit her for her moderate point of view - her lectures suggest otherwise.  Doran would be a better representation of moderate.""]",[]
142,History,780,Princeton University,Harold,,James,2346703,0,zero,TEACHER,PROFESSOR,N/A,[],[]
143,Political Science,780,Princeton University,Kiki,,Jamison,445168,6,good,TEACHER,PROFESSOR,4.3,"[""Didn't like."", 'Have to agree with the others.  In 4 years, she was the best professor I had.  Ran her precept beautifully and the lectures were great.  Highly recommended.', 'Best professor I had at Princeton or anywhere else for that matter. Articulate, educational, dedicated, and charismatic all in one. Definitely a rarity in her department at the University. Should be seen as an example for what should be expected out of the Politics dept. unfortunately she is not recognized as such yet. Yet being the key word', 'One of the best classes I took. It was only offered for one semester - I hope they bring it back!', 'No Comments', 'This is the best class I took at Princeton.  Jamison is a dynamic lecturer who chooses her preceptors VERY carefully.  You leave this class unable to win an argument with yourself, being able to drive a hard case for both sides of an issue. FANTASTIC CLAS']",[]
144,Mathematics,780,Princeton University,Jennifer,,Johnson,13057,5,good,TEACHER,PROFESSOR,4.1,"['Out to get you. Not a friend', ""She's a great professor who really tries to teach you the material in more ways than one. She has funny quips at times that make class less boring."", 'So funny.  She seems a little dry at first, but if you listen she throws in a lot of clever comments.  Pretty good at explaining course material.  The material is fairly boring, though.', 'Really nice, extremely clear lecturer. Will do anything to help you, but wants to see that you are trying your best first. Very very available to meet with etc.', ""She's excellent""]","['Tough grader', 'Gives good feedback', 'Caring', 'Accessible outside class', 'Tough grader', 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS', 'Caring']"
145,Sociology,780,Princeton University,Erin,,Johnston,1403065,0,zero,TEACHER,PROFESSOR,N/A,[],[]
146,Philosophy,780,Princeton University,Mark,,Johnston,1450995,0,zero,TEACHER,PROFESSOR,N/A,[],[]
147,Anthropology,780,Princeton University,Indiana,,Jones,2014097,13,good,TEACHER,PROFESSOR,4.6,"['The guy really knows his stuff. He goes deeper in his research by doing fieldwork outside the country. Inspired me to study archeology more and found it to be a very interesting subject. Tells great stories on his archeological adventures.', 'The guy really knows his stuff. He goes deeper in his research by doing fieldwork outside the country. Inspired me to study archeology more and found it to be a very interesting subject. Tells great stories on his archeological adventures.', ""Dr. Jones is my favorite professor I've taken so far. He often doesn't show up to class, but when he does his lectures are insightful and really make me think."", 'Wonderful professor... so adventurous!', 'Great Professor Legendary', 'Dr. Jones teaches anthro more as a lifestyle than just a class. He tells some really great stories, and has found some incredible things in the field. He always says these things belong in museums, which is cool because you know he really wants to learn and engage with historal artifacts meaningfully. Also, all the ladies love him. #mancrush', 'Great professor...', 'Such a  great professor! His lectures are a little dry, but if you get a chance to join him for a field class, take it! I loved him so much, I named my dog after him!', 'I took a class with Dr. Jones because I wanted to be an archaeologist. I continued to take his classes because I had no idea archaeologists could be that hot.  He was thorough, but he missed more classes than the tardiest student ever did. The joke of a substitute who took his place said Dr. Jones was ""out of town,"" whatever that means...', ""I don't remember the class because I was to busy gazing into the professors' gorgeous eyes.  He is sooooo hot.  I am in love with him."", ""Prof. Jones has quite a bit of field experience but really fails to make anthropology seem exciting. His lectures have a lot of good info but he sometimes lacks concentration. He's constantly absent due to field studies and constantly avoiding office hours. Great guy, but I think they only keep him around cause he's found some things for the museum"", 'not enough chili peppers to go around for this one', 'Great teacher that I have followed since I was a kid. I would like to see him do a 5th class!', 'Really interesting guy, great stories, very intelligent, but seemingly never at office hours. He always seems to be off in some foreign country.']","['Respected', 'Inspirational', 'Amazing lectures', 'Hilarious', 'Get ready to read', 'Respected', 'Inspirational', 'Amazing lectures', 'Respected', 'Inspirational', 'Hilarious', 'Respected', 'Hilarious', 'Amazing lectures', 'Respected', 'Inspirational', 'GRADED BY FEW THINGS', 'Respected', 'Inspirational', 'Amazing lectures', 'Inspirational', 'Respected', 'Get ready to read', 'LOTS OF HOMEWORK', 'Inspirational', 'BEWARE OF POP QUIZZES', 'Amazing lectures']"
